id,name,direction,original_lb,original_ub,HOP92,HS578T,MDAMB231
MAR01357,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01358,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01359,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01360,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01361,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01362,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01363,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01363_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01364,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01365,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01366,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01366_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01367,,forward,-1000.0,1000.0,17.87136191768581,17.03384420515171,17.075013728870168
MAR01367_REV,_REV,reverse,-1000.0,1000.0,17.467821441054948,16.62487934625646,16.62157805634961
MAR01370,,forward,-1000.0,1000.0,17.94754578486891,17.090011953425634,17.048906884771426
MAR01370_REV,_REV,reverse,-1000.0,1000.0,17.57098882095862,16.728329548525213,16.704752879744206
MAR01373,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01373_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01374,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01374_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01375,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01375_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01376,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01376_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01379,,forward,-1000.0,1000.0,17.764679040523752,16.979608910188716,16.940821819517225
MAR01379_REV,_REV,reverse,-1000.0,1000.0,17.572597084687654,16.720745288778485,16.701076361648308
MAR01382,,forward,-1000.0,1000.0,8.50188827758082,8.465021655254386,10.719424649991364
MAR01382_REV,_REV,reverse,-1000.0,1000.0,8.323272423170527,8.286419414524195,10.540395857198892
MAR01383,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01383_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01384,,forward,-1000.0,1000.0,17.764792614946405,16.936105109472635,16.928911664297843
MAR01384_REV,_REV,reverse,-1000.0,1000.0,17.162769477719994,16.30618174900986,16.29598926962749
MAR01387,,forward,-1000.0,1000.0,7.783958485328291,7.747158466794081,9.999473427714191
MAR01387_REV,_REV,reverse,-1000.0,1000.0,8.169049413200478,8.132209594024218,10.385772659765234
MAR01388,,forward,0.0,1000.0,0.7496015071164992,2.251869674845684,2.414714750068132
MAR01389,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01389_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01390,,forward,0.0,1000.0,9.432148053251042,9.760714026691968,8.368954395417655
MAR01391,,forward,0.0,1000.0,9.432148053251042,9.760714026691968,8.368954395417655
MAR01393,,forward,-1000.0,1000.0,9.614878497181149,10.430244927043445,8.75778573521879
MAR01393_REV,_REV,reverse,-1000.0,1000.0,3.636646225508229,10.350666130819556,7.606449568502613
MAR01394,,forward,-1000.0,1000.0,13.063292313647276,12.130845400731229,12.971386471900315
MAR01394_REV,_REV,reverse,-1000.0,1000.0,13.473787304915422,12.62353364338288,13.68654286424371
MAR01395,,forward,-1000.0,1000.0,5.409567156858044,7.805403288346511,5.791503278781348
MAR01395_REV,_REV,reverse,-1000.0,1000.0,5.767556795209129,10.044756253604175,6.781661114847362
MAR01398,,forward,-1000.0,1000.0,17.808844588386656,16.96646199749891,16.940005549704317
MAR01398_REV,_REV,reverse,-1000.0,1000.0,14.710701185815909,13.942469316057384,14.315732202701852
MAR01401,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01401_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01402,,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR01402_REV,_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR00703,,forward,0.0,1000.0,7.687064933891922,8.144292369549209,8.407367663683598
MAR00705,,forward,0.0,1000.0,9.129738569828127,7.656899074908231,8.381450196594844
MAR00706,,forward,0.0,1000.0,9.36574731021029,7.892216289862702,8.6171942330522
MAR00708,,forward,0.0,1000.0,9.36574731021029,7.892216289862702,8.6171942330522
MAR07598,1-Alkyl-2-acyl-sn-glycero-3-phosphate phosphohydrolase,forward,0.0,1000.0,10.91804755555622,11.646317458102326,11.139376149045896
MAR07600,,forward,0.0,1000.0,7.11529239223494,6.813088405924163,7.541882916108279
MAR07602,Acyl-CoA:1-alkenylglycerophosphoethanolamine O-acyltransferase,forward,0.0,1000.0,11.337846505114811,11.209303700248212,10.687012589512952
MAR07603,plasmenylethanolamine 2-acylhydrolase,forward,0.0,1000.0,8.979395294129175,9.62074639063049,10.398514135711189
MAR07604,,forward,-1000.0,1000.0,5.744630594006147,6.056731787632479,5.941237636048933
MAR07604_REV,_REV,reverse,-1000.0,1000.0,5.565156231776365,5.854867345524012,5.755369044109364
MAR07605,,forward,0.0,1000.0,8.524950588792766,8.137937089149544,7.426758306209866
MAR07606,Lysoplasmalogen ethanolamine phosphohydrolase,forward,0.0,1000.0,0.0248847414384321,0.9251380087565648,0.1132115320888616
MAR07607,1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase,forward,0.0,1000.0,5.2591238177954525,8.725360191367795,1.4668728871109495
MAR07610,CDP-choline:1-alkyl-2-acetylglycerol cholinephosphotransferase,forward,-1000.0,1000.0,7.11529239223494,6.813088405924163,7.541882916108279
MAR07610_REV,CDP-choline:1-alkyl-2-acetylglycerol cholinephosphotransferase_REV,reverse,-1000.0,1000.0,6.814927981609289,6.475889651594195,7.245505933575387
MAR07614,Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase,forward,0.0,1000.0,11.337846505114811,11.209303700248212,10.687012589512952
MAR07615,plasmanylcholine 2-acylhydrolase,forward,0.0,1000.0,8.967112780090677,10.648188887225825,9.514054147449968
MAR07200,,forward,0.0,1000.0,7.76082454859298,9.689848068456612,6.948308727745574
MAR07202,,forward,0.0,1000.0,14.21320379673706,15.040378007650212,13.531228878422422
MAR07203,,forward,0.0,1000.0,5.607247704890341,4.887351045012564,5.11844537375434
MAR07205,,forward,0.0,1000.0,10.217590509358304,9.658370294453514,9.853546826933824
MAR07206,,forward,0.0,1000.0,9.994552517775212,11.776316386015868,11.024909710730226
MAR07207,,forward,0.0,1000.0,10.113145343796743,11.77870505461597,9.917274555510492
MAR07208,,forward,0.0,1000.0,10.11250150255234,11.038894271990452,10.214902536254886
MAR07209,,forward,0.0,1000.0,10.999717379692948,12.447152693286736,11.016951795890195
MAR07210,,forward,0.0,1000.0,10.11250150255234,11.038894271990452,10.214902536254886
MAR07211,,forward,0.0,1000.0,10.999717379692948,12.447152693286736,11.016951795890195
MAR07212,,forward,0.0,1000.0,10.11250150255234,11.038894271990452,10.214902536254886
MAR07213,,forward,0.0,1000.0,10.999717379692948,12.447152693286736,11.016951795890195
MAR07214,,forward,0.0,1000.0,10.11250150255234,11.038894271990452,10.214902536254886
MAR07215,,forward,0.0,1000.0,10.999717379692948,12.447152693286736,11.016951795890195
MAR07216,,forward,0.0,1000.0,8.468362281190656,8.044394389334958,7.929425277329108
MAR07217,heparosan-N-sulfate-D-glucuronate glucurono-5-epimerase,forward,0.0,1000.0,7.525154577096731,5.764838829431551,7.440138448364255
MAR07218,,forward,0.0,1000.0,8.752099413376367,8.116903858662804,8.323088286478376
MAR07219,,forward,0.0,1000.0,6.349791365735363,8.177156806830329,6.964447705682171
MAR07220,,forward,0.0,1000.0,3.6815859452949096,1.5314498347002563,5.007384806023081
MAR07221,,forward,0.0,1000.0,0.9510336778072128,1.5075681035399748,1.956744121900294
MAR07222,,forward,0.0,1000.0,4.840745128278549,6.3114791499997525,6.418111798713469
MAR07490,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07491,,forward,0.0,1000.0,8.702940383848093,7.644440897607096,9.576873875504276
MAR07492,,forward,0.0,1000.0,2.850154615667873,2.133462105124754,1.870480366214879
MAR07493,,forward,0.0,1000.0,12.38315567455987,13.162398779659902,11.581130895075724
MAR07494,,forward,0.0,1000.0,11.26037808030386,12.617475789309598,11.005731721715415
MAR07495,,forward,0.0,1000.0,12.38315567455987,13.162398779659902,11.581130895075724
MAR07496,,forward,0.0,1000.0,12.221522122916143,13.58231508611013,11.97865264883051
MAR07497,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07498,,forward,0.0,1000.0,8.702940383848093,7.644440897607096,9.576873875504276
MAR07509,,forward,0.0,1000.0,8.702940383848093,7.644440897607096,9.576873875504276
MAR07510,,forward,0.0,1000.0,11.686347951841082,12.704472267230368,10.655151253511791
MAR07519,,forward,0.0,1000.0,8.283144320880163,8.501492091062435,8.650525018240813
MAR07520,,forward,0.0,1000.0,12.38315567455987,13.162398779659902,11.581130895075724
MAR07521,,forward,0.0,1000.0,12.221522122916143,13.58231508611013,11.97865264883051
MAR07522,,forward,0.0,1000.0,8.283144320880163,8.501492091062435,8.650525018240813
MAR07534,,forward,0.0,1000.0,5.820088188880434,5.899830556065512,3.4712928040191517
MAR07535,,forward,0.0,1000.0,12.38315567455987,13.162398779659902,11.581130895075724
MAR07536,,forward,0.0,1000.0,12.221522122916143,13.58231508611013,11.97865264883051
MAR07537,,forward,0.0,1000.0,8.283144320880163,8.501492091062435,8.650525018240813
MAR07538,,forward,0.0,1000.0,5.820088188880434,5.899830556065512,3.4712928040191517
MAR07551,,forward,0.0,1000.0,8.702940383848093,7.644440897607096,9.576873875504276
MAR07552,,forward,0.0,1000.0,8.283144320880163,8.501492091062435,8.650525018240813
MAR07553,,forward,0.0,1000.0,3.1243282019670624,2.381533526884795,2.1050361395848047
MAR07554,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07501,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07502,,forward,0.0,1000.0,5.850949636205087,7.29896168140332,6.444263754799965
MAR07503,,forward,0.0,1000.0,12.224594447228556,11.510177946648044,11.49000621322764
MAR07504,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07505,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07506,,forward,0.0,1000.0,5.850949636205087,7.29896168140332,6.444263754799965
MAR07507,,forward,0.0,1000.0,12.224594447228556,11.510177946648044,11.49000621322764
MAR07508,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07513,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07514,,forward,0.0,1000.0,5.850949636205087,7.29896168140332,6.444263754799965
MAR07515,,forward,0.0,1000.0,12.224594447228556,11.510177946648044,11.49000621322764
MAR07516,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07517,,forward,0.0,1000.0,9.856034236810526,9.001316313009239,9.483124258044592
MAR07518,,forward,0.0,1000.0,5.728951864651407,6.623796829495809,2.34313267811412
MAR07525,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07526,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07527,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07528,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07529,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07530,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07531,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07532,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07533,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07541,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07542,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07543,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07544,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07545,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07546,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07547,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07548,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07549,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07550,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07557,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07558,,forward,0.0,1000.0,5.850949636205087,7.29896168140332,6.444263754799965
MAR07559,,forward,0.0,1000.0,12.224594447228556,11.510177946648044,11.49000621322764
MAR07560,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07561,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07562,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07563,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07564,,forward,0.0,1000.0,5.850949636205087,7.29896168140332,6.444263754799965
MAR07565,,forward,0.0,1000.0,12.546999821388264,11.682748878659307,11.406774477413135
MAR07566,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07567,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07225,,forward,0.0,1000.0,6.629137516812492,3.655440760646052,6.120608057111759
MAR07226,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07227,,forward,0.0,1000.0,9.018546906929677,8.252666317485348,8.188050047642504
MAR07228,,forward,0.0,1000.0,10.104924299867893,11.228312590858124,9.793683640234892
MAR07229,,forward,0.0,1000.0,8.691402457542079,8.020335454904519,7.2044995472412925
MAR07230,,forward,0.0,1000.0,5.728951864651407,6.623796829495809,2.34313267811412
MAR07231,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07232,,forward,0.0,1000.0,9.018546906929677,8.252666317485348,8.188050047642504
MAR07233,,forward,0.0,1000.0,10.104924299867893,11.228312590858124,9.793683640234892
MAR07234,,forward,0.0,1000.0,8.691402457542079,8.020335454904519,7.2044995472412925
MAR07235,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07236,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07237,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07238,,forward,0.0,1000.0,9.018546906929677,8.252666317485348,8.188050047642504
MAR07239,,forward,0.0,1000.0,10.104924299867893,11.228312590858124,9.793683640234892
MAR07240,,forward,0.0,1000.0,8.691402457542079,8.020335454904519,7.2044995472412925
MAR07241,,forward,0.0,1000.0,9.856034236810526,9.001316313009239,9.483124258044592
MAR07242,,forward,0.0,1000.0,5.728951864651407,6.623796829495809,2.34313267811412
MAR07243,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07244,,forward,0.0,1000.0,9.018546906929677,8.252666317485348,8.188050047642504
MAR07245,,forward,0.0,1000.0,10.104924299867893,11.228312590858124,9.793683640234892
MAR07246,,forward,0.0,1000.0,8.691402457542079,8.020335454904519,7.2044995472412925
MAR07247,,forward,0.0,1000.0,9.856034236810526,9.001316313009239,9.483124258044592
MAR07248,,forward,0.0,1000.0,5.728951864651407,6.623796829495809,2.34313267811412
MAR07249,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07250,,forward,0.0,1000.0,8.691402457542079,8.020335454904519,7.2044995472412925
MAR07251,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR07571,,forward,0.0,1000.0,10.642144038253084,9.06216947534506,9.894672184187964
MAR07572,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07573,,forward,0.0,1000.0,12.463486925797731,10.885871970769688,11.71929143341009
MAR07335,,forward,0.0,1000.0,11.59770617783885,12.022859693219315,11.658546801373085
MAR07336,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07337,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07338,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07339,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07340,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07341,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07342,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07343,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07344,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07345,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07346,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07347,,forward,0.0,1000.0,9.6269010066976,9.477370884694183,9.302302779124132
MAR07348,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07349,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07350,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07351,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07352,,forward,0.0,1000.0,9.113738798535882,8.462357970442941,8.691148526055935
MAR07353,,forward,0.0,1000.0,8.267695886594716,6.610226362063943,7.268096905457507
MAR07354,,forward,0.0,1000.0,4.567891571876433,4.713335864789063,5.3831982742245605
MAR07355,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07356,,forward,0.0,1000.0,8.944850527099693,8.965251612083328,8.925266421779153
MAR07357,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07358,,forward,0.0,1000.0,8.828358249504824,8.78486627187479,8.467270506255472
MAR07359,,forward,0.0,1000.0,9.157342119835906,8.952878203132844,8.984577701241415
MAR07360,,forward,0.0,1000.0,1.9981539630733016,4.723996582479487,5.203476073333475
MAR07361,,forward,0.0,1000.0,9.113738798535882,8.462357970442941,8.691148526055935
MAR07362,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07363,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07364,,forward,0.0,1000.0,8.476549518639294,8.2131414561276,8.108442315253969
MAR07365,,forward,0.0,1000.0,9.192185629830435,8.989039390489186,9.026956526785384
MAR07366,,forward,0.0,1000.0,1.9458263292021576,2.959889067064896,3.266494541181659
MAR07367,,forward,0.0,1000.0,9.9037693966889,10.959227121408274,9.715972448976771
MAR07368,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07369,,forward,0.0,1000.0,1.959400093445348,4.711022817744179,5.195923932639362
MAR07370,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07371,,forward,0.0,1000.0,7.770360980642684,8.121620460833805,7.596056545949439
MAR07442,,forward,0.0,1000.0,11.297894042301593,13.084895765478176,12.08136889913318
MAR07443,,forward,0.0,1000.0,9.9037693966889,10.959227121408274,9.715972448976771
MAR07444,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07445,,forward,0.0,1000.0,8.828358249504824,8.78486627187479,8.467270506255472
MAR07446,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07447,,forward,0.0,1000.0,4.565674609547697,2.9676605910213363,3.878114301142866
MAR07448,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07449,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07450,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07451,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07452,,forward,0.0,1000.0,7.770360980642684,8.121620460833805,7.596056545949439
MAR07471,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07472,,forward,0.0,1000.0,11.297894042301593,13.084895765478176,12.08136889913318
MAR07473,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07474,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07475,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07476,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07477,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07478,,forward,0.0,1000.0,9.196930690363851,8.989062506003158,9.027971132612212
MAR07479,,forward,0.0,1000.0,4.5743178479853785,4.726288938610403,5.389833153919953
MAR07480,,forward,0.0,1000.0,8.244008599360582,8.001684480798659,7.865392060784218
MAR07481,,forward,0.0,1000.0,7.770360980642684,8.121620460833805,7.596056545949439
MAR07373,,forward,0.0,1000.0,12.84111428341708,12.037034780221138,12.036406265031491
MAR07375,,forward,0.0,1000.0,12.84111428341708,12.037034780221138,12.036406265031491
MAR07376,,forward,0.0,1000.0,8.84857047833328,8.148902119717585,8.500290109089738
MAR07377,,forward,0.0,1000.0,7.275906355845752,7.004909930759603,6.258513042291334
MAR07378,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07379,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07380,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07381,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07382,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07383,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07384,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07385,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07386,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07387,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07388,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07389,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07390,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07391,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07392,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07393,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07394,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07395,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07396,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07397,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07398,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07399,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07400,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07401,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07402,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07403,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07404,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07405,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07406,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07407,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07408,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07409,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07410,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07411,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07412,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07413,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07414,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07415,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07416,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07417,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07418,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07419,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07420,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07421,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07422,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07423,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07424,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07425,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07426,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07427,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07455,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07456,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07457,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07458,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07459,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07460,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07461,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
MAR07462,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07463,,forward,0.0,1000.0,10.671361944362932,9.935730882432187,9.588633319047624
MAR07464,,forward,0.0,1000.0,12.04574072033274,11.197277726799676,11.300646556688116
MAR07465,,forward,0.0,1000.0,5.350330738523163,8.600422708329065,6.980693444832316
